"Año","Mes","Trimestre","Llamante","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla","No consta"
"Año 2015","Diciembre","Cuarto","Desconocido","","1.0","","","","","","1.0","","","","1.0","","1.0","","","","","","","","","","","","","","","","1.0","2.0","","","","","","","","","","","","","4.0","","","","","","","","",""
"Año 2015","Diciembre","Cuarto","Usuaria","87.0","148.0","99.0","158.0","61.0","44.0","225.0","292.0","14.0","8.0","78.0","129.0","93.0","152.0","156.0","76.0","16.0","22.0","44.0","12.0","45.0","8.0","8.0","69.0","11.0","23.0","37.0","5.0","34.0","102.0","594.0","49.0","23.0","74.0","231.0","57.0","323.0","68.0","57.0","88.0","35.0","22.0","128.0","1267.0","145.0","55.0","27.0","101.0","32.0","21.0","18.0","5.0",""
"Año 2015","Diciembre","Cuarto","Familiares/Personas allegadas","28.0","73.0","34.0","58.0","24.0","28.0","93.0","142.0","3.0","4.0","35.0","37.0","35.0","73.0","61.0","33.0","9.0","15.0","19.0","8.0","15.0","4.0","","27.0","6.0","10.0","13.0","4.0","10.0","26.0","224.0","20.0","6.0","23.0","83.0","23.0","129.0","21.0","10.0","15.0","22.0","10.0","57.0","457.0","88.0","26.0","14.0","52.0","14.0","16.0","8.0","2.0",""
"Año 2015","Diciembre","Cuarto","Otros","3.0","1.0","8.0","4.0","2.0","1.0","8.0","15.0","2.0","1.0","6.0","5.0","4.0","7.0","7.0","3.0","","","","","","","","2.0","","1.0","2.0","4.0","1.0","4.0","7.0","1.0","","1.0","8.0","4.0","14.0","1.0","1.0","1.0","2.0","","5.0","50.0","2.0","1.0","","2.0","","2.0","2.0","",""
"Año 2016","Enero","Primero","Desconocido","","1.0","","","","","","1.0","","","1.0","","","","1.0","","","","","","","","","1.0","","1.0","","","","","","","","","","","","","","2.0","","","1.0","2.0","1.0","","","","","","","",""
"Año 2016","Enero","Primero","Usuaria","78.0","130.0","68.0","106.0","42.0","62.0","186.0","298.0","19.0","3.0","107.0","121.0","94.0","173.0","162.0","64.0","23.0","29.0","36.0","12.0","33.0","13.0","9.0","69.0","35.0","17.0","31.0","9.0","33.0","81.0","496.0","28.0","24.0","76.0","189.0","55.0","359.0","45.0","34.0","70.0","33.0","32.0","97.0","1102.0","168.0","62.0","19.0","82.0","29.0","22.0","4.0","3.0",""
"Año 2016","Enero","Primero","Familiares/Personas allegadas","30.0","42.0","29.0","53.0","20.0","20.0","83.0","116.0","7.0","3.0","38.0","38.0","52.0","69.0","77.0","28.0","7.0","12.0","18.0","4.0","16.0","6.0","1.0","18.0","6.0","5.0","20.0","4.0","9.0","31.0","193.0","20.0","9.0","17.0","65.0","15.0","114.0","25.0","14.0","23.0","18.0","9.0","57.0","373.0","65.0","22.0","11.0","25.0","14.0","7.0","1.0","7.0",""
"Año 2016","Enero","Primero","Otros","3.0","2.0","3.0","6.0","2.0","2.0","12.0","11.0","","","5.0","1.0","10.0","7.0","6.0","2.0","","","4.0","","3.0","","","1.0","1.0","1.0","1.0","","","7.0","10.0","","","","11.0","2.0","25.0","2.0","","2.0","1.0","1.0","2.0","43.0","8.0","3.0","1.0","2.0","","","","1.0",""
"Año 2016","Febrero","Primero","Desconocido","1.0","1.0","","1.0","","","1.0","2.0","","","","","","1.0","1.0","","","","","","","","","1.0","","","","","","","2.0","","","","","","4.0","","","","","","","3.0","","","","","","","","",""
"Año 2016","Febrero","Primero","Usuaria","58.0","94.0","63.0","111.0","47.0","50.0","158.0","205.0","10.0","7.0","58.0","111.0","92.0","122.0","145.0","58.0","17.0","29.0","50.0","12.0","26.0","13.0","4.0","57.0","11.0","30.0","39.0","8.0","33.0","86.0","472.0","37.0","19.0","70.0","202.0","42.0","325.0","60.0","25.0","68.0","15.0","20.0","94.0","1013.0","114.0","50.0","19.0","84.0","27.0","16.0","4.0","9.0",""
"Año 2016","Febrero","Primero","Familiares/Personas allegadas","25.0","39.0","32.0","41.0","12.0","21.0","75.0","103.0","4.0","2.0","28.0","44.0","51.0","44.0","64.0","20.0","4.0","12.0","17.0","6.0","15.0","3.0","5.0","16.0","3.0","10.0","15.0","5.0","6.0","23.0","190.0","16.0","6.0","30.0","54.0","10.0","113.0","18.0","10.0","24.0","6.0","8.0","47.0","428.0","42.0","13.0","11.0","28.0","18.0","14.0","3.0","4.0",""
"Año 2016","Febrero","Primero","Otros","3.0","6.0","1.0","2.0","","1.0","9.0","7.0","2.0","","4.0","5.0","8.0","2.0","10.0","2.0","1.0","","2.0","","1.0","2.0","","1.0","","1.0","3.0","","4.0","2.0","16.0","","1.0","3.0","7.0","3.0","24.0","2.0","1.0","4.0","1.0","2.0","2.0","47.0","5.0","1.0","2.0","1.0","1.0","","","1.0",""
"Año 2016","Marzo","Primero","Desconocido","","1.0","","","","","","","","","","","","","1.0","","","","","","","","","1.0","","","","","","","1.0","","","","1.0","","1.0","","","","","","","5.0","","","","","1.0","","","",""
"Año 2016","Marzo","Primero","Usuaria","59.0","111.0","78.0","91.0","42.0","63.0","190.0","208.0","9.0","14.0","74.0","89.0","114.0","128.0","120.0","43.0","10.0","27.0","70.0","14.0","25.0","5.0","4.0","40.0","14.0","25.0","40.0","14.0","28.0","63.0","475.0","33.0","12.0","80.0","212.0","37.0","325.0","62.0","47.0","99.0","15.0","24.0","85.0","975.0","124.0","60.0","20.0","79.0","36.0","27.0","10.0","10.0",""
"Año 2016","Marzo","Primero","Familiares/Personas allegadas","15.0","54.0","29.0","48.0","21.0","26.0","64.0","91.0","5.0","8.0","24.0","34.0","45.0","49.0","55.0","17.0","6.0","8.0","11.0","4.0","12.0","2.0","1.0","14.0","2.0","7.0","12.0","3.0","17.0","18.0","145.0","19.0","4.0","20.0","53.0","13.0","111.0","18.0","14.0","36.0","6.0","8.0","39.0","336.0","41.0","25.0","6.0","34.0","15.0","11.0","5.0","4.0",""
"Año 2016","Marzo","Primero","Otros","4.0","","2.0","3.0","3.0","1.0","15.0","10.0","","","7.0","5.0","7.0","6.0","11.0","3.0","","","2.0","1.0","1.0","","","2.0","","1.0","1.0","2.0","1.0","3.0","10.0","","","2.0","9.0","5.0","25.0","1.0","1.0","6.0","2.0","3.0","1.0","32.0","2.0","1.0","","6.0","","","","1.0",""
"Año 2016","Abril","Segundo","Desconocido","","","","","","","","1.0","","","","","","","","1.0","","1.0","","","","","","","","","","","","","","","","","","","1.0","","1.0","","","","","2.0","","","","","1.0","","1.0","",""
"Año 2016","Abril","Segundo","Usuaria","56.0","102.0","69.0","85.0","31.0","49.0","132.0","217.0","10.0","3.0","82.0","56.0","90.0","118.0","116.0","45.0","17.0","39.0","34.0","6.0","29.0","10.0","2.0","53.0","12.0","18.0","50.0","4.0","25.0","57.0","432.0","22.0","16.0","47.0","190.0","43.0","310.0","55.0","32.0","96.0","17.0","29.0","53.0","999.0","87.0","40.0","15.0","72.0","31.0","21.0","9.0","5.0",""
"Año 2016","Abril","Segundo","Familiares/Personas allegadas","20.0","39.0","22.0","41.0","20.0","19.0","72.0","92.0","2.0","4.0","24.0","36.0","39.0","33.0","36.0","19.0","1.0","9.0","16.0","9.0","6.0","1.0","1.0","22.0","9.0","7.0","4.0","7.0","7.0","19.0","150.0","11.0","5.0","14.0","46.0","10.0","102.0","18.0","12.0","24.0","8.0","6.0","44.0","342.0","48.0","19.0","14.0","20.0","12.0","7.0","2.0","1.0",""
"Año 2016","Abril","Segundo","Otros","2.0","2.0","4.0","4.0","2.0","1.0","12.0","10.0","1.0","","6.0","3.0","4.0","2.0","8.0","","1.0","","1.0","","1.0","1.0","","3.0","","","1.0","","","1.0","7.0","","","1.0","7.0","","17.0","2.0","1.0","2.0","3.0","","2.0","48.0","6.0","3.0","","2.0","2.0","3.0","","",""
"Año 2016","Mayo","Segundo","Desconocido","","1.0","","","","1.0","","","","","","","1.0","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","","","","1.0","2.0","1.0","","","","","","","",""
"Año 2016","Mayo","Segundo","Usuaria","67.0","114.0","59.0","98.0","35.0","50.0","175.0","197.0","17.0","4.0","72.0","94.0","119.0","136.0","130.0","50.0","8.0","46.0","36.0","9.0","34.0","4.0","5.0","77.0","9.0","35.0","23.0","7.0","28.0","80.0","442.0","41.0","21.0","69.0","223.0","65.0","333.0","61.0","26.0","130.0","21.0","40.0","82.0","977.0","139.0","59.0","21.0","89.0","34.0","23.0","4.0","2.0",""
"Año 2016","Mayo","Segundo","Familiares/Personas allegadas","22.0","42.0","29.0","46.0","22.0","15.0","92.0","119.0","6.0","3.0","33.0","47.0","51.0","63.0","48.0","27.0","7.0","13.0","12.0","","12.0","6.0","2.0","19.0","2.0","7.0","11.0","4.0","13.0","25.0","184.0","12.0","7.0","23.0","68.0","15.0","89.0","18.0","6.0","45.0","12.0","7.0","28.0","392.0","43.0","12.0","9.0","29.0","12.0","8.0","2.0","2.0",""
"Año 2016","Mayo","Segundo","Otros","3.0","5.0","","5.0","2.0","3.0","9.0","10.0","","","5.0","3.0","9.0","3.0","7.0","2.0","","1.0","3.0","","1.0","","1.0","","","","1.0","1.0","","1.0","9.0","1.0","1.0","","16.0","3.0","14.0","1.0","2.0","6.0","1.0","","1.0","47.0","6.0","","","4.0","2.0","3.0","","",""
"Año 2016","Junio","Segundo","Desconocido","","","","1.0","","","","","","","","","","","1.0","1.0","","","1.0","","2.0","1.0","","","","","","","","","5.0","","","","","","1.0","","","","","","1.0","6.0","1.0","","1.0","1.0","","1.0","","",""
"Año 2016","Junio","Segundo","Usuaria","55.0","122.0","57.0","124.0","62.0","47.0","165.0","248.0","15.0","6.0","72.0","113.0","120.0","115.0","122.0","43.0","7.0","48.0","45.0","19.0","30.0","13.0","3.0","65.0","15.0","35.0","45.0","12.0","37.0","81.0","521.0","32.0","24.0","69.0","231.0","58.0","352.0","69.0","33.0","93.0","33.0","29.0","74.0","1145.0","145.0","40.0","20.0","72.0","23.0","20.0","6.0","5.0","2.0"
"Año 2016","Junio","Segundo","Familiares/Personas allegadas","25.0","43.0","35.0","52.0","30.0","29.0","98.0","116.0","5.0","2.0","38.0","45.0","49.0","58.0","66.0","24.0","4.0","24.0","24.0","6.0","9.0","5.0","4.0","28.0","9.0","5.0","11.0","2.0","10.0","28.0","196.0","17.0","4.0","19.0","82.0","19.0","109.0","21.0","14.0","40.0","15.0","5.0","36.0","449.0","65.0","24.0","7.0","31.0","11.0","8.0","4.0","3.0","2.0"
"Año 2016","Junio","Segundo","Otros","3.0","5.0","2.0","4.0","5.0","2.0","7.0","24.0","","1.0","8.0","4.0","7.0","5.0","7.0","","1.0","","2.0","1.0","2.0","3.0","2.0","2.0","1.0","1.0","1.0","","1.0","2.0","11.0","1.0","","4.0","6.0","3.0","23.0","2.0","","4.0","","","2.0","57.0","9.0","1.0","1.0","4.0","","1.0","","",""
"Año 2016","Julio","Tercero","Desconocido","","","","","","","","1.0","","","","","","","","1.0","","","","1.0","1.0","","1.0","","","","","","","","1.0","","1.0","","1.0","","1.0","","","","","","","3.0","1.0","","","","","","","",""
"Año 2016","Julio","Tercero","Usuaria","57.0","125.0","73.0","114.0","57.0","53.0","207.0","224.0","17.0","13.0","60.0","95.0","128.0","123.0","104.0","51.0","24.0","37.0","46.0","10.0","38.0","14.0","2.0","68.0","16.0","31.0","55.0","19.0","31.0","117.0","475.0","51.0","13.0","83.0","241.0","66.0","318.0","70.0","35.0","104.0","21.0","22.0","109.0","1117.0","130.0","54.0","22.0","70.0","38.0","21.0","1.0","13.0","1.0"
"Año 2016","Julio","Tercero","Familiares/Personas allegadas","28.0","81.0","23.0","49.0","30.0","29.0","109.0","121.0","6.0","5.0","35.0","46.0","53.0","54.0","65.0","32.0","3.0","9.0","13.0","4.0","9.0","4.0","3.0","25.0","10.0","20.0","27.0","6.0","15.0","29.0","217.0","14.0","10.0","24.0","87.0","38.0","134.0","27.0","12.0","49.0","13.0","6.0","34.0","429.0","58.0","31.0","8.0","25.0","6.0","11.0","4.0","4.0","2.0"
"Año 2016","Julio","Tercero","Otros","3.0","3.0","2.0","8.0","2.0","2.0","15.0","13.0","","4.0","2.0","2.0","8.0","5.0","4.0","1.0","1.0","2.0","","1.0","1.0","","1.0","2.0","","2.0","","","2.0","4.0","14.0","","","1.0","8.0","4.0","22.0","3.0","1.0","2.0","","3.0","2.0","53.0","6.0","2.0","","","1.0","2.0","","","1.0"
"Año 2016","Agosto","Tercero","Desconocido","1.0","","","","","","","","1.0","","","","1.0","","1.0","1.0","","1.0","","","","","","","","","","","","1.0","3.0","","","","1.0","","3.0","","","","","","","2.0","1.0","","","","","","","",""
"Año 2016","Agosto","Tercero","Usuaria","91.0","198.0","93.0","154.0","70.0","75.0","290.0","336.0","28.0","10.0","108.0","140.0","160.0","159.0","145.0","77.0","28.0","52.0","53.0","16.0","37.0","11.0","7.0","91.0","16.0","33.0","67.0","19.0","42.0","112.0","749.0","73.0","30.0","96.0","227.0","72.0","428.0","92.0","71.0","134.0","23.0","28.0","135.0","1531.0","212.0","69.0","23.0","91.0","32.0","30.0","5.0","7.0","1.0"
"Año 2016","Agosto","Tercero","Familiares/Personas allegadas","46.0","82.0","46.0","66.0","37.0","47.0","134.0","143.0","6.0","4.0","55.0","46.0","85.0","78.0","78.0","37.0","7.0","21.0","24.0","7.0","16.0","7.0","5.0","24.0","13.0","20.0","14.0","2.0","22.0","44.0","296.0","22.0","11.0","47.0","100.0","23.0","139.0","32.0","18.0","47.0","10.0","11.0","49.0","512.0","85.0","29.0","11.0","48.0","19.0","12.0","8.0","7.0",""
"Año 2016","Agosto","Tercero","Otros","6.0","9.0","3.0","7.0","4.0","5.0","14.0","9.0","","1.0","11.0","2.0","9.0","8.0","9.0","2.0","","3.0","3.0","1.0","","1.0","","2.0","","1.0","3.0","","1.0","3.0","18.0","","1.0","3.0","12.0","","20.0","3.0","2.0","3.0","1.0","1.0","2.0","72.0","8.0","4.0","1.0","","","","","2.0",""
"Año 2016","Septiembre","Tercero","Desconocido","1.0","","","1.0","1.0","","","1.0","","","2.0","","","","","","","","","","","","","","","","","1.0","1.0","","2.0","","","1.0","","","1.0","","","1.0","","","","1.0","","2.0","","","","","","",""
"Año 2016","Septiembre","Tercero","Usuaria","88.0","139.0","92.0","120.0","47.0","43.0","217.0","264.0","16.0","8.0","79.0","84.0","132.0","131.0","158.0","47.0","19.0","43.0","45.0","30.0","39.0","4.0","3.0","66.0","8.0","25.0","34.0","14.0","28.0","104.0","594.0","61.0","23.0","87.0","225.0","54.0","363.0","60.0","29.0","121.0","14.0","26.0","83.0","1227.0","137.0","39.0","26.0","103.0","23.0","22.0","9.0","4.0","2.0"
"Año 2016","Septiembre","Tercero","Familiares/Personas allegadas","33.0","50.0","37.0","60.0","29.0","24.0","84.0","108.0","9.0","5.0","27.0","32.0","47.0","73.0","57.0","28.0","5.0","12.0","8.0","4.0","14.0","5.0","","19.0","2.0","9.0","9.0","8.0","12.0","19.0","208.0","19.0","1.0","17.0","91.0","9.0","118.0","35.0","10.0","45.0","10.0","10.0","32.0","457.0","65.0","23.0","15.0","39.0","17.0","8.0","3.0","2.0",""
"Año 2016","Septiembre","Tercero","Otros","4.0","5.0","3.0","5.0","3.0","","11.0","11.0","1.0","","7.0","5.0","5.0","7.0","5.0","2.0","2.0","1.0","2.0","","3.0","1.0","","","","2.0","3.0","2.0","3.0","1.0","13.0","","","2.0","8.0","7.0","25.0","5.0","","5.0","1.0","","4.0","46.0","6.0","4.0","","2.0","2.0","2.0","","",""
"Año 2016","Octubre","Cuarto","Desconocido","2.0","","","1.0","","","","1.0","","","","2.0","","","","","","","","","","","","","","","","","","","1.0","","","1.0","1.0","","1.0","","","","","","","1.0","1.0","","","","","","","",""
"Año 2016","Octubre","Cuarto","Usuaria","47.0","98.0","56.0","67.0","52.0","37.0","169.0","206.0","7.0","4.0","69.0","64.0","110.0","120.0","122.0","33.0","19.0","32.0","34.0","4.0","36.0","11.0","4.0","62.0","8.0","22.0","22.0","11.0","17.0","75.0","466.0","35.0","16.0","68.0","209.0","47.0","286.0","42.0","21.0","96.0","27.0","21.0","62.0","1065.0","135.0","42.0","24.0","67.0","27.0","11.0","5.0","6.0","2.0"
"Año 2016","Octubre","Cuarto","Familiares/Personas allegadas","27.0","58.0","35.0","30.0","22.0","17.0","87.0","110.0","3.0","4.0","40.0","26.0","42.0","52.0","51.0","12.0","4.0","18.0","11.0","3.0","10.0","8.0","1.0","23.0","3.0","9.0","11.0","3.0","","23.0","197.0","9.0","5.0","15.0","48.0","21.0","114.0","19.0","7.0","19.0","4.0","4.0","28.0","397.0","56.0","14.0","11.0","31.0","11.0","8.0","4.0","3.0","1.0"
"Año 2016","Octubre","Cuarto","Otros","3.0","4.0","4.0","7.0","3.0","1.0","10.0","14.0","","1.0","8.0","4.0","8.0","1.0","9.0","1.0","1.0","","3.0","","2.0","2.0","","3.0","1.0","2.0","4.0","","","2.0","10.0","","","2.0","15.0","1.0","9.0","4.0","2.0","4.0","2.0","","2.0","53.0","5.0","2.0","","1.0","1.0","2.0","1.0","1.0","1.0"
"Año 2016","Noviembre","Cuarto","Desconocido","","","1.0","","","","1.0","","","","","1.0","","","","","","","","","","","","","","","","","","1.0","1.0","","","","","","","","","1.0","","","","3.0","1.0","","","","","","","","1.0"
"Año 2016","Noviembre","Cuarto","Usuaria","46.0","98.0","63.0","99.0","64.0","54.0","156.0","222.0","8.0","1.0","62.0","83.0","101.0","127.0","107.0","43.0","14.0","33.0","51.0","17.0","23.0","3.0","4.0","62.0","7.0","28.0","29.0","11.0","23.0","67.0","437.0","33.0","25.0","50.0","182.0","47.0","330.0","48.0","24.0","89.0","12.0","21.0","82.0","1044.0","113.0","42.0","24.0","56.0","27.0","19.0","5.0","4.0","2.0"
"Año 2016","Noviembre","Cuarto","Familiares/Personas allegadas","25.0","41.0","26.0","48.0","31.0","22.0","84.0","112.0","2.0","9.0","36.0","38.0","39.0","55.0","46.0","23.0","5.0","13.0","21.0","7.0","14.0","4.0","2.0","12.0","7.0","18.0","5.0","5.0","11.0","28.0","159.0","14.0","5.0","33.0","56.0","17.0","106.0","21.0","19.0","37.0","10.0","5.0","35.0","429.0","53.0","15.0","12.0","35.0","12.0","14.0","2.0","2.0","2.0"
"Año 2016","Noviembre","Cuarto","Otros","3.0","1.0","4.0","5.0","1.0","1.0","7.0","15.0","","","5.0","7.0","8.0","6.0","3.0","2.0","","","","","","","","1.0","","","2.0","","1.0","6.0","17.0","","","2.0","10.0","2.0","17.0","4.0","","2.0","2.0","","4.0","53.0","6.0","1.0","","2.0","","2.0","","","1.0"
"Año 2016","Diciembre","Cuarto","Desconocido","","1.0","","","","","","","","","1.0","1.0","","","","","","","","","1.0","1.0","","","","","","","","","2.0","","","","1.0","2.0","1.0","","2.0","","","","","5.0","","","","","","","","",""
"Año 2016","Diciembre","Cuarto","Usuaria","49.0","99.0","58.0","92.0","53.0","58.0","184.0","227.0","7.0","4.0","69.0","98.0","95.0","129.0","118.0","34.0","19.0","30.0","21.0","17.0","22.0","15.0","7.0","48.0","8.0","34.0","30.0","8.0","21.0","60.0","453.0","40.0","18.0","67.0","163.0","44.0","303.0","66.0","37.0","105.0","27.0","24.0","66.0","1031.0","124.0","33.0","19.0","90.0","27.0","30.0","2.0","5.0","28.0"
"Año 2016","Diciembre","Cuarto","Familiares/Personas allegadas","17.0","45.0","28.0","44.0","18.0","20.0","73.0","112.0","6.0","6.0","43.0","31.0","54.0","64.0","61.0","19.0","12.0","17.0","19.0","6.0","12.0","5.0","1.0","19.0","4.0","11.0","14.0","8.0","11.0","28.0","173.0","17.0","10.0","13.0","50.0","13.0","93.0","16.0","10.0","48.0","12.0","17.0","44.0","394.0","39.0","23.0","13.0","25.0","16.0","10.0","2.0","1.0","26.0"
"Año 2016","Diciembre","Cuarto","Otros","2.0","4.0","2.0","8.0","3.0","2.0","7.0","11.0","2.0","2.0","1.0","3.0","8.0","4.0","9.0","","1.0","","1.0","","","","","5.0","","","3.0","","1.0","10.0","11.0","2.0","","1.0","12.0","2.0","23.0","1.0","1.0","5.0","","","2.0","50.0","6.0","","1.0","","1.0","2.0","","","2.0"
"Año 2017","Enero","Primero","Desconocido","","1.0","","","","","1.0","1.0","","","","","","","","","","1.0","","","","","","","","","","1.0","","","3.0","","","","","","","","","1.0","","","1.0","5.0","2.0","","","","","","","",""
"Año 2017","Enero","Primero","Usuaria","45.0","108.0","57.0","77.0","44.0","62.0","175.0","188.0","14.0","4.0","64.0","106.0","58.0","123.0","133.0","43.0","25.0","31.0","39.0","19.0","24.0","5.0","3.0","47.0","8.0","31.0","28.0","9.0","22.0","77.0","406.0","27.0","19.0","60.0","183.0","51.0","341.0","63.0","26.0","120.0","17.0","17.0","50.0","1098.0","113.0","59.0","30.0","56.0","17.0","13.0","2.0","7.0","22.0"
"Año 2017","Enero","Primero","Familiares/Personas allegadas","25.0","55.0","22.0","41.0","15.0","19.0","89.0","93.0","11.0","4.0","31.0","40.0","32.0","43.0","54.0","26.0","8.0","16.0","13.0","7.0","15.0","4.0","2.0","12.0","7.0","8.0","13.0","8.0","9.0","24.0","154.0","12.0","11.0","23.0","64.0","18.0","124.0","19.0","13.0","31.0","9.0","8.0","34.0","388.0","50.0","18.0","11.0","29.0","14.0","13.0","3.0","4.0","3.0"
"Año 2017","Enero","Primero","Otros","2.0","2.0","1.0","4.0","3.0","1.0","9.0","17.0","1.0","1.0","6.0","3.0","7.0","5.0","4.0","3.0","1.0","","1.0","","3.0","1.0","","2.0","","1.0","","1.0","2.0","2.0","13.0","","","2.0","7.0","1.0","7.0","1.0","2.0","6.0","1.0","","","42.0","5.0","4.0","","1.0","","1.0","","1.0",""
"Año 2017","Febrero","Primero","Desconocido","","","","","","","","","","","","","","","","","","","","","","","","","","1.0","1.0","","","","","","","","","","1.0","1.0","","","1.0","","","2.0","","","","","","","","","7.0"
"Año 2017","Febrero","Primero","Usuaria","57.0","120.0","67.0","101.0","45.0","46.0","175.0","226.0","6.0","6.0","55.0","101.0","87.0","121.0","91.0","37.0","22.0","29.0","25.0","13.0","39.0","7.0","3.0","47.0","7.0","20.0","29.0","9.0","17.0","62.0","490.0","28.0","18.0","66.0","214.0","43.0","324.0","40.0","29.0","102.0","20.0","17.0","68.0","1115.0","116.0","43.0","17.0","74.0","50.0","25.0","11.0","3.0","31.0"
"Año 2017","Febrero","Primero","Familiares/Personas allegadas","35.0","48.0","36.0","55.0","18.0","15.0","80.0","112.0","8.0","3.0","26.0","36.0","35.0","56.0","51.0","22.0","5.0","14.0","16.0","6.0","9.0","3.0","2.0","28.0","7.0","16.0","14.0","4.0","5.0","32.0","186.0","12.0","8.0","24.0","74.0","19.0","112.0","27.0","7.0","27.0","6.0","13.0","34.0","432.0","47.0","20.0","11.0","32.0","24.0","8.0","4.0","1.0","5.0"
"Año 2017","Febrero","Primero","Otros","1.0","8.0","3.0","4.0","6.0","2.0","9.0","18.0","1.0","","4.0","6.0","2.0","5.0","5.0","","1.0","","1.0","2.0","","1.0","","1.0","","","1.0","","2.0","8.0","8.0","1.0","1.0","2.0","14.0","3.0","16.0","3.0","","3.0","","1.0","2.0","41.0","7.0","","","","1.0","1.0","1.0","","1.0"
"Año 2017","Marzo","Primero","Desconocido","","","","1.0","","","","","","","","","1.0","","1.0","","","","","","","","","","","","","","","","1.0","1.0","","","","","","","","","","","","5.0","2.0","","","","","","","",""
"Año 2017","Marzo","Primero","Usuaria","48.0","128.0","64.0","100.0","65.0","52.0","198.0","233.0","7.0","15.0","56.0","112.0","104.0","183.0","127.0","61.0","32.0","26.0","43.0","24.0","31.0","10.0","1.0","67.0","12.0","27.0","34.0","14.0","25.0","74.0","587.0","43.0","21.0","89.0","256.0","61.0","358.0","42.0","22.0","128.0","28.0","16.0","83.0","1156.0","147.0","73.0","19.0","76.0","34.0","15.0","8.0","8.0","57.0"
"Año 2017","Marzo","Primero","Familiares/Personas allegadas","28.0","48.0","33.0","53.0","31.0","24.0","96.0","118.0","3.0","5.0","30.0","34.0","56.0","78.0","67.0","24.0","9.0","9.0","17.0","6.0","15.0","1.0","2.0","29.0","6.0","9.0","18.0","3.0","6.0","24.0","213.0","10.0","6.0","25.0","71.0","17.0","135.0","26.0","7.0","39.0","6.0","8.0","43.0","411.0","50.0","30.0","9.0","38.0","19.0","8.0","2.0","5.0","14.0"
"Año 2017","Marzo","Primero","Otros","3.0","3.0","1.0","2.0","1.0","3.0","10.0","11.0","","","1.0","6.0","3.0","5.0","5.0","4.0","","1.0","1.0","","1.0","2.0","","2.0","","1.0","1.0","","2.0","4.0","16.0","","","","14.0","2.0","28.0","6.0","4.0","5.0","1.0","2.0","","57.0","4.0","4.0","","1.0","","1.0","","","3.0"
"Año 2017","Abril","Segundo","Desconocido","","","","","","","","","","","","","","","","","","","","","","","1.0","","","","","","","","","1.0","","","","","2.0","","","1.0","","","","1.0","1.0","","","","","","","",""
"Año 2017","Abril","Segundo","Usuaria","49.0","104.0","39.0","78.0","43.0","39.0","158.0","187.0","9.0","5.0","84.0","91.0","97.0","148.0","126.0","54.0","34.0","16.0","51.0","23.0","24.0","12.0","4.0","58.0","7.0","25.0","32.0","10.0","40.0","57.0","444.0","55.0","25.0","79.0","197.0","45.0","319.0","55.0","22.0","102.0","12.0","25.0","68.0","1099.0","116.0","43.0","14.0","79.0","35.0","16.0","1.0","7.0","69.0"
"Año 2017","Abril","Segundo","Familiares/Personas allegadas","21.0","43.0","28.0","34.0","16.0","20.0","106.0","96.0","7.0","4.0","35.0","36.0","39.0","57.0","63.0","16.0","4.0","10.0","8.0","7.0","11.0","6.0","3.0","20.0","6.0","6.0","18.0","4.0","13.0","27.0","166.0","16.0","9.0","33.0","57.0","7.0","91.0","23.0","17.0","45.0","5.0","7.0","29.0","407.0","52.0","16.0","5.0","30.0","10.0","5.0","2.0","3.0","9.0"
"Año 2017","Abril","Segundo","Otros","2.0","3.0","1.0","5.0","1.0","2.0","3.0","17.0","","","4.0","1.0","2.0","5.0","6.0","","","1.0","","","","","","2.0","1.0","","","1.0","","2.0","7.0","1.0","1.0","1.0","8.0","","17.0","5.0","1.0","5.0","2.0","","4.0","44.0","5.0","2.0","","","","","","","6.0"
"Año 2017","Mayo","Segundo","Desconocido","","","","","","","","3.0","","","","1.0","1.0","1.0","","","","","1.0","","","","","","","","","","","","1.0","","","","","1.0","","","","","","","","7.0","","","","1.0","","","","",""
"Año 2017","Mayo","Segundo","Usuaria","61.0","107.0","80.0","98.0","39.0","48.0","194.0","247.0","17.0","4.0","65.0","117.0","103.0","122.0","149.0","35.0","10.0","24.0","48.0","12.0","34.0","9.0","7.0","82.0","11.0","33.0","21.0","8.0","30.0","86.0","522.0","42.0","16.0","70.0","275.0","65.0","360.0","62.0","17.0","114.0","8.0","29.0","75.0","1210.0","114.0","45.0","18.0","72.0","40.0","34.0","6.0","6.0","47.0"
