"Año","Mes","Trimestre","Llamante","Almería","Cádiz","Córdoba","Granada","Huelva","Jaén","Málaga","Sevilla","Huesca","Teruel","Zaragoza","Asturias","Illes Balears","Las Palmas","Santa Cruz de Tenerife","Cantabria","Ávila","Burgos","León","Palencia","Salamanca","Segovia","Soria","Valladolid","Zamora","Albacete","Ciudad Real","Cuenca","Guadalajara","Toledo","Barcelona","Girona","Lleida","Tarragona","Alicante/Alacant","Castellón/Castelló","Valencia/València","Badajoz","Cáceres","A Coruña","Lugo","Ourense","Pontevedra","Madrid","Murcia","Navarra","Araba/Álava","Bizkaia","Gipuzkoa","La Rioja","Ceuta","Melilla","No consta"
"Año 2021","Mayo","Segundo","Familiares/Personas allegadas","22.0","55.0","28.0","46.0","20.0","15.0","63.0","82.0","3.0","4.0","36.0","28.0","31.0","64.0","57.0","18.0","2.0","4.0","11.0","8.0","10.0","3.0","2.0","18.0","2.0","16.0","15.0","2.0","10.0","17.0","197.0","17.0","6.0","22.0","60.0","16.0","122.0","23.0","12.0","31.0","13.0","10.0","27.0","348.0","61.0","22.0","2.0","33.0","10.0","16.0","1.0","1.0","54.0"
"Año 2021","Mayo","Segundo","Otros","3.0","6.0","2.0","6.0","2.0","2.0","12.0","14.0","","","7.0","3.0","6.0","8.0","10.0","3.0","2.0","2.0","2.0","","2.0","2.0","","2.0","","1.0","1.0","1.0","1.0","3.0","14.0","","1.0","","9.0","2.0","21.0","4.0","2.0","5.0","","1.0","2.0","58.0","4.0","5.0","","6.0","2.0","","","","21.0"
"Año 2021","Mayo","Segundo","No Consta","","3.0","1.0","","","2.0","4.0","4.0","","","3.0","2.0","1.0","4.0","2.0","2.0","1.0","","2.0","","1.0","","","","","","2.0","","","2.0","13.0","1.0","","2.0","4.0","2.0","9.0","1.0","3.0","3.0","1.0","","5.0","25.0","4.0","1.0","","","","","","","168.0"
"Año 2021","Junio","Segundo","Usuaria","63.0","129.0","66.0","72.0","31.0","48.0","240.0","264.0","21.0","10.0","123.0","125.0","134.0","249.0","205.0","57.0","28.0","34.0","36.0","16.0","26.0","24.0","2.0","80.0","9.0","32.0","34.0","16.0","35.0","93.0","594.0","58.0","33.0","92.0","276.0","70.0","439.0","52.0","52.0","99.0","19.0","28.0","89.0","1325.0","168.0","51.0","29.0","102.0","38.0","27.0","1.0","6.0","282.0"
"Año 2021","Junio","Segundo","Familiares/Personas allegadas","29.0","64.0","37.0","49.0","10.0","30.0","87.0","113.0","8.0","","37.0","38.0","58.0","75.0","58.0","21.0","4.0","12.0","21.0","6.0","27.0","3.0","3.0","23.0","5.0","12.0","10.0","2.0","11.0","25.0","232.0","15.0","12.0","21.0","72.0","17.0","130.0","27.0","11.0","38.0","3.0","9.0","46.0","416.0","62.0","32.0","11.0","47.0","10.0","12.0","1.0","1.0","87.0"
"Año 2021","Junio","Segundo","Otros","7.0","7.0","6.0","11.0","3.0","","13.0","16.0","","","6.0","7.0","10.0","8.0","7.0","4.0","","","5.0","1.0","1.0","","","2.0","","3.0","3.0","2.0","2.0","","18.0","1.0","","","14.0","9.0","22.0","6.0","2.0","2.0","1.0","","3.0","68.0","10.0","4.0","1.0","3.0","1.0","1.0","","","21.0"
"Año 2021","Junio","Segundo","No Consta","","3.0","","2.0","2.0","","3.0","1.0","","","","2.0","1.0","4.0","6.0","2.0","1.0","","4.0","","1.0","","","2.0","1.0","","1.0","","","1.0","4.0","1.0","","1.0","3.0","2.0","6.0","2.0","2.0","4.0","","1.0","","14.0","4.0","3.0","","1.0","","","","","231.0"
"Año 2021","Julio","Tercero","Usuaria","61.0","115.0","44.0","76.0","57.0","34.0","214.0","204.0","20.0","8.0","112.0","97.0","107.0","191.0","167.0","67.0","21.0","23.0","31.0","13.0","21.0","8.0","3.0","49.0","19.0","40.0","40.0","14.0","19.0","102.0","673.0","49.0","20.0","89.0","265.0","63.0","368.0","63.0","39.0","104.0","18.0","22.0","66.0","1146.0","178.0","51.0","22.0","89.0","47.0","27.0","3.0","9.0","267.0"
"Año 2021","Julio","Tercero","Familiares/Personas allegadas","22.0","59.0","29.0","41.0","22.0","14.0","77.0","92.0","6.0","3.0","25.0","29.0","49.0","77.0","70.0","25.0","6.0","10.0","18.0","8.0","11.0","8.0","6.0","12.0","3.0","14.0","12.0","3.0","10.0","30.0","245.0","29.0","8.0","34.0","74.0","23.0","104.0","27.0","14.0","39.0","5.0","7.0","35.0","358.0","61.0","22.0","8.0","20.0","14.0","14.0","2.0","2.0","79.0"
"Año 2021","Julio","Tercero","Otros","4.0","8.0","4.0","2.0","8.0","2.0","15.0","13.0","","1.0","7.0","6.0","11.0","6.0","8.0","4.0","2.0","","3.0","","","2.0","","3.0","2.0","1.0","3.0","1.0","1.0","2.0","22.0","3.0","","4.0","9.0","3.0","25.0","3.0","4.0","4.0","","","2.0","67.0","7.0","5.0","1.0","","2.0","","","1.0","30.0"
"Año 2021","Julio","Tercero","No Consta","2.0","1.0","","1.0","1.0","1.0","3.0","7.0","","1.0","","1.0","3.0","6.0","9.0","","1.0","","2.0","","","","","2.0","","1.0","1.0","","","","4.0","1.0","","1.0","3.0","","5.0","1.0","","2.0","","","1.0","21.0","2.0","","1.0","1.0","","","","1.0","178.0"
"Año 2021","Agosto","Tercero","Usuaria","72.0","126.0","52.0","60.0","55.0","42.0","210.0","199.0","9.0","7.0","102.0","125.0","83.0","197.0","194.0","54.0","25.0","29.0","35.0","15.0","23.0","12.0","6.0","56.0","9.0","32.0","25.0","14.0","23.0","106.0","574.0","56.0","25.0","86.0","277.0","59.0","339.0","73.0","33.0","122.0","18.0","21.0","68.0","1094.0","154.0","85.0","22.0","107.0","35.0","34.0","5.0","10.0","182.0"
"Año 2021","Agosto","Tercero","Familiares/Personas allegadas","40.0","49.0","19.0","39.0","23.0","10.0","72.0","82.0","","1.0","36.0","33.0","32.0","49.0","52.0","13.0","4.0","9.0","9.0","9.0","7.0","7.0","2.0","16.0","8.0","19.0","22.0","7.0","8.0","28.0","183.0","16.0","6.0","20.0","75.0","13.0","122.0","18.0","14.0","25.0","7.0","7.0","38.0","293.0","45.0","22.0","6.0","24.0","15.0","12.0","6.0","2.0","46.0"
"Año 2021","Agosto","Tercero","Otros","3.0","5.0","4.0","10.0","6.0","1.0","11.0","15.0","","2.0","4.0","8.0","9.0","8.0","10.0","1.0","","1.0","1.0","","4.0","3.0","","3.0","","1.0","3.0","","1.0","2.0","23.0","3.0","3.0","3.0","15.0","4.0","14.0","4.0","3.0","3.0","3.0","1.0","3.0","37.0","6.0","2.0","1.0","4.0","","2.0","1.0","","27.0"
"Año 2021","Agosto","Tercero","No Consta","2.0","","2.0","1.0","1.0","1.0","7.0","1.0","1.0","","2.0","2.0","1.0","7.0","5.0","","","","","","","1.0","","1.0","1.0","2.0","","","","1.0","13.0","1.0","2.0","1.0","7.0","1.0","6.0","3.0","1.0","2.0","1.0","1.0","2.0","23.0","7.0","2.0","","2.0","1.0","1.0","","","192.0"
"Año 2021","Septiembre","Tercero","Usuaria","46.0","104.0","47.0","73.0","41.0","67.0","186.0","173.0","12.0","4.0","115.0","110.0","106.0","195.0","170.0","51.0","23.0","20.0","51.0","11.0","23.0","14.0","1.0","48.0","14.0","23.0","26.0","1.0","23.0","64.0","537.0","32.0","26.0","90.0","296.0","70.0","413.0","55.0","30.0","105.0","24.0","11.0","87.0","1003.0","150.0","68.0","13.0","83.0","26.0","33.0","4.0","2.0","215.0"
"Año 2021","Septiembre","Tercero","Familiares/Personas allegadas","23.0","45.0","16.0","24.0","9.0","19.0","72.0","85.0","2.0","1.0","19.0","32.0","35.0","55.0","58.0","23.0","4.0","8.0","15.0","3.0","6.0","5.0","2.0","19.0","7.0","5.0","15.0","3.0","12.0","29.0","168.0","16.0","5.0","21.0","55.0","18.0","104.0","17.0","4.0","37.0","8.0","7.0","33.0","300.0","53.0","17.0","8.0","32.0","16.0","9.0","2.0","3.0","45.0"
"Año 2021","Septiembre","Tercero","Otros","3.0","4.0","4.0","4.0","7.0","1.0","16.0","12.0","1.0","","8.0","11.0","7.0","7.0","4.0","1.0","","","1.0","","1.0","2.0","","1.0","","1.0","1.0","2.0","3.0","9.0","15.0","1.0","1.0","3.0","16.0","3.0","31.0","1.0","1.0","5.0","","1.0","3.0","46.0","9.0","1.0","2.0","2.0","","1.0","","","16.0"
"Año 2021","Septiembre","Tercero","No Consta","","2.0","1.0","2.0","","1.0","4.0","3.0","","","4.0","3.0","3.0","6.0","2.0","1.0","","2.0","1.0","","","","","1.0","2.0","2.0","1.0","","","1.0","9.0","1.0","","2.0","8.0","","10.0","1.0","1.0","4.0","","","","31.0","2.0","1.0","","3.0","","2.0","","","132.0"
"Año 2021","Octubre","Cuarto","Usuaria","54.0","98.0","40.0","70.0","43.0","60.0","165.0","206.0","16.0","6.0","88.0","92.0","71.0","182.0","189.0","57.0","13.0","30.0","33.0","12.0","21.0","11.0","8.0","55.0","9.0","27.0","35.0","11.0","16.0","92.0","578.0","48.0","25.0","93.0","275.0","72.0","316.0","69.0","25.0","100.0","22.0","23.0","83.0","1169.0","158.0","55.0","29.0","92.0","40.0","28.0","6.0","6.0","233.0"
"Año 2021","Octubre","Cuarto","Familiares/Personas allegadas","24.0","44.0","18.0","39.0","23.0","23.0","79.0","87.0","3.0","4.0","20.0","33.0","36.0","70.0","52.0","16.0","4.0","11.0","7.0","1.0","11.0","4.0","1.0","22.0","4.0","8.0","11.0","8.0","11.0","25.0","172.0","25.0","9.0","18.0","63.0","15.0","99.0","19.0","14.0","38.0","5.0","2.0","23.0","341.0","46.0","23.0","7.0","32.0","15.0","3.0","6.0","5.0","50.0"
"Año 2021","Octubre","Cuarto","Otros","3.0","6.0","2.0","12.0","3.0","3.0","10.0","10.0","1.0","1.0","9.0","6.0","6.0","13.0","6.0","6.0","1.0","","2.0","1.0","","","","1.0","","4.0","3.0","2.0","","4.0","22.0","3.0","1.0","3.0","15.0","3.0","16.0","2.0","","4.0","2.0","","1.0","44.0","2.0","3.0","4.0","2.0","1.0","1.0","2.0","1.0","19.0"
"Año 2021","Octubre","Cuarto","No Consta","","1.0","1.0","2.0","2.0","1.0","4.0","1.0","","","2.0","7.0","2.0","2.0","7.0","1.0","","","1.0","","1.0","1.0","","1.0","","","1.0","","","","10.0","2.0","","2.0","11.0","3.0","8.0","1.0","1.0","2.0","1.0","3.0","4.0","29.0","9.0","2.0","2.0","1.0","3.0","1.0","","","197.0"
"Año 2021","Noviembre","Cuarto","Usuaria","54.0","102.0","49.0","89.0","38.0","51.0","179.0","162.0","6.0","8.0","83.0","109.0","88.0","189.0","155.0","39.0","19.0","37.0","39.0","9.0","26.0","14.0","2.0","57.0","13.0","13.0","33.0","15.0","24.0","51.0","526.0","49.0","15.0","84.0","303.0","70.0","312.0","62.0","41.0","96.0","17.0","22.0","72.0","1009.0","135.0","46.0","21.0","89.0","42.0","23.0","8.0","4.0","203.0"
"Año 2021","Noviembre","Cuarto","Familiares/Personas allegadas","19.0","43.0","22.0","38.0","20.0","10.0","70.0","79.0","2.0","2.0","28.0","38.0","28.0","62.0","57.0","13.0","3.0","15.0","15.0","1.0","13.0","6.0","2.0","21.0","8.0","9.0","14.0","2.0","9.0","32.0","200.0","19.0","11.0","23.0","78.0","20.0","100.0","11.0","7.0","28.0","2.0","2.0","31.0","300.0","47.0","23.0","6.0","29.0","5.0","6.0","","","50.0"
"Año 2021","Noviembre","Cuarto","Otros","2.0","5.0","4.0","6.0","4.0","3.0","10.0","7.0","","1.0","7.0","3.0","1.0","8.0","13.0","2.0","3.0","4.0","2.0","","2.0","1.0","1.0","4.0","","2.0","3.0","1.0","","2.0","20.0","1.0","3.0","1.0","17.0","1.0","26.0","3.0","","3.0","","","","56.0","10.0","2.0","","1.0","","2.0","2.0","","19.0"
"Año 2021","Noviembre","Cuarto","No Consta","1.0","4.0","2.0","1.0","1.0","","4.0","5.0","","","3.0","2.0","2.0","6.0","4.0","3.0","1.0","","","","1.0","","","1.0","","1.0","2.0","","1.0","3.0","11.0","","","2.0","9.0","2.0","8.0","3.0","1.0","5.0","","","4.0","30.0","6.0","","1.0","3.0","","2.0","","","190.0"
"Año 2021","Diciembre","Cuarto","Usuaria","49.0","74.0","44.0","76.0","32.0","49.0","184.0","158.0","7.0","9.0","67.0","101.0","87.0","174.0","143.0","49.0","20.0","24.0","54.0","14.0","31.0","17.0","3.0","46.0","5.0","32.0","35.0","19.0","22.0","71.0","475.0","49.0","19.0","63.0","228.0","67.0","285.0","63.0","22.0","72.0","14.0","19.0","77.0","1127.0","116.0","58.0","21.0","98.0","31.0","22.0","5.0","10.0","217.0"
"Año 2021","Diciembre","Cuarto","Familiares/Personas allegadas","21.0","32.0","18.0","38.0","11.0","18.0","56.0","77.0","5.0","2.0","30.0","53.0","39.0","46.0","61.0","17.0","6.0","8.0","16.0","2.0","16.0","3.0","","10.0","5.0","11.0","14.0","6.0","13.0","21.0","169.0","18.0","11.0","25.0","59.0","15.0","87.0","18.0","11.0","32.0","5.0","9.0","34.0","327.0","47.0","19.0","7.0","28.0","17.0","8.0","2.0","3.0","56.0"
"Año 2021","Diciembre","Cuarto","Otros","1.0","4.0","3.0","5.0","5.0","1.0","7.0","11.0","","1.0","5.0","3.0","6.0","9.0","7.0","3.0","1.0","","2.0","1.0","","","","5.0","","","3.0","1.0","","4.0","16.0","","2.0","","7.0","3.0","10.0","3.0","3.0","3.0","","1.0","2.0","55.0","7.0","1.0","","1.0","1.0","1.0","","","17.0"
"Año 2021","Diciembre","Cuarto","No Consta","2.0","2.0","","2.0","","3.0","4.0","2.0","","","3.0","4.0","1.0","6.0","2.0","3.0","","1.0","2.0","","3.0","1.0","","1.0","","","1.0","","","2.0","11.0","","1.0","4.0","6.0","1.0","5.0","2.0","3.0","3.0","4.0","1.0","1.0","28.0","4.0","","1.0","3.0","2.0","","","","249.0"
"Año 2022","Enero","Primero","Usuaria","59.0","84.0","44.0","66.0","39.0","31.0","169.0","137.0","10.0","5.0","80.0","119.0","89.0","166.0","149.0","54.0","17.0","15.0","27.0","14.0","32.0","10.0","6.0","60.0","11.0","35.0","24.0","16.0","26.0","50.0","464.0","38.0","20.0","81.0","223.0","68.0","284.0","34.0","23.0","100.0","15.0","16.0","75.0","1013.0","125.0","47.0","21.0","66.0","23.0","22.0","8.0","4.0","186.0"
"Año 2022","Enero","Primero","Familiares/Personas allegadas","18.0","35.0","21.0","32.0","22.0","18.0","55.0","77.0","2.0","1.0","16.0","30.0","38.0","47.0","35.0","16.0","5.0","13.0","7.0","5.0","5.0","6.0","","16.0","5.0","11.0","9.0","4.0","6.0","16.0","122.0","14.0","10.0","10.0","46.0","12.0","81.0","23.0","9.0","25.0","6.0","7.0","23.0","295.0","37.0","18.0","5.0","24.0","9.0","8.0","","2.0","46.0"
"Año 2022","Enero","Primero","Otros","4.0","","1.0","5.0","3.0","1.0","8.0","10.0","","2.0","4.0","6.0","2.0","8.0","6.0","5.0","","1.0","1.0","1.0","1.0","","","2.0","","2.0","3.0","","2.0","6.0","22.0","1.0","","1.0","9.0","2.0","12.0","","","3.0","1.0","","4.0","26.0","5.0","2.0","1.0","4.0","","","","1.0","12.0"
"Año 2022","Enero","Primero","No Consta","","2.0","","1.0","","1.0","8.0","4.0","","","5.0","5.0","2.0","3.0","8.0","4.0","","","1.0","","1.0","","","1.0","","1.0","1.0","","2.0","2.0","10.0","","1.0","1.0","6.0","1.0","14.0","4.0","","2.0","1.0","","2.0","26.0","4.0","1.0","","2.0","1.0","1.0","","","220.0"
"Año 2022","Febrero","Primero","Usuaria","51.0","67.0","28.0","55.0","21.0","49.0","150.0","160.0","11.0","1.0","125.0","129.0","95.0","342.0","209.0","65.0","15.0","16.0","29.0","12.0","6.0","5.0","4.0","30.0","4.0","18.0","27.0","12.0","30.0","54.0","390.0","37.0","17.0","48.0","199.0","69.0","270.0","73.0","32.0","117.0","22.0","29.0","71.0","1411.0","151.0","77.0","24.0","70.0","32.0","34.0","4.0","15.0","245.0"
"Año 2022","Febrero","Primero","Familiares/Personas allegadas","23.0","39.0","18.0","18.0","19.0","14.0","67.0","59.0","5.0","","26.0","32.0","31.0","67.0","38.0","16.0","3.0","9.0","17.0","10.0","7.0","2.0","3.0","19.0","4.0","11.0","7.0","5.0","9.0","23.0","161.0","17.0","8.0","18.0","54.0","17.0","85.0","28.0","7.0","42.0","10.0","5.0","31.0","403.0","45.0","15.0","8.0","22.0","7.0","17.0","2.0","9.0","65.0"
"Año 2022","Febrero","Primero","Otros","8.0","4.0","1.0","6.0","6.0","2.0","8.0","13.0","1.0","2.0","7.0","5.0","1.0","12.0","7.0","4.0","1.0","","1.0","1.0","","1.0","1.0","","","","","1.0","1.0","1.0","8.0","","1.0","1.0","9.0","1.0","12.0","1.0","2.0","7.0","1.0","","3.0","70.0","9.0","1.0","1.0","5.0","2.0","","","","12.0"
"Año 2022","Febrero","Primero","No Consta","","2.0","2.0","","2.0","","3.0","3.0","","","5.0","1.0","1.0","12.0","9.0","3.0","1.0","3.0","","1.0","","1.0","","3.0","","","","","","1.0","4.0","1.0","","1.0","7.0","4.0","3.0","","","3.0","","","1.0","37.0","3.0","1.0","","2.0","","","","","191.0"
"Año 2022","Marzo","Primero","Usuaria","47.0","104.0","39.0","80.0","42.0","51.0","170.0","166.0","23.0","6.0","177.0","183.0","81.0","312.0","220.0","66.0","25.0","27.0","48.0","12.0","29.0","19.0","3.0","47.0","16.0","23.0","43.0","18.0","33.0","67.0","475.0","40.0","16.0","81.0","231.0","95.0","324.0","68.0","24.0","131.0","21.0","27.0","67.0","1580.0","136.0","46.0","44.0","74.0","36.0","63.0","9.0","11.0","253.0"
"Año 2022","Marzo","Primero","Familiares/Personas allegadas","21.0","43.0","22.0","33.0","17.0","8.0","54.0","87.0","5.0","3.0","62.0","43.0","39.0","67.0","76.0","24.0","6.0","8.0","14.0","10.0","12.0","5.0","4.0","20.0","2.0","6.0","10.0","3.0","9.0","22.0","153.0","15.0","6.0","12.0","62.0","17.0","80.0","29.0","7.0","46.0","4.0","6.0","28.0","488.0","59.0","27.0","4.0","23.0","17.0","13.0","4.0","","57.0"
"Año 2022","Marzo","Primero","Otros","9.0","9.0","2.0","7.0","4.0","3.0","9.0","16.0","1.0","","10.0","5.0","5.0","17.0","13.0","3.0","1.0","","4.0","1.0","1.0","1.0","","","","2.0","2.0","1.0","2.0","4.0","18.0","","2.0","2.0","12.0","6.0","17.0","3.0","","4.0","","","2.0","69.0","13.0","2.0","","3.0","1.0","3.0","3.0","","12.0"
"Año 2022","Marzo","Primero","No Consta","","4.0","2.0","","","3.0","2.0","2.0","","","3.0","3.0","4.0","9.0","3.0","7.0","","1.0","1.0","1.0","1.0","","1.0","","","","1.0","1.0","","4.0","6.0","","1.0","2.0","4.0","6.0","10.0","3.0","1.0","4.0","1.0","","5.0","35.0","9.0","4.0","","2.0","1.0","1.0","","","195.0"
"Año 2022","Abril","Segundo","Usuaria","58.0","84.0","55.0","80.0","40.0","30.0","175.0","151.0","20.0","6.0","130.0","178.0","87.0","310.0","203.0","81.0","19.0","21.0","44.0","13.0","31.0","13.0","5.0","55.0","10.0","41.0","27.0","12.0","19.0","91.0","424.0","34.0","13.0","71.0","254.0","61.0","332.0","69.0","46.0","133.0","11.0","22.0","76.0","1525.0","208.0","85.0","37.0","76.0","28.0","52.0","6.0","3.0","285.0"
"Año 2022","Abril","Segundo","Familiares/Personas allegadas","17.0","43.0","22.0","23.0","14.0","13.0","63.0","68.0","5.0","4.0","35.0","45.0","24.0","48.0","64.0","20.0","4.0","7.0","8.0","3.0","6.0","3.0","1.0","11.0","2.0","4.0","19.0","4.0","8.0","17.0","160.0","15.0","7.0","26.0","53.0","22.0","82.0","40.0","12.0","47.0","6.0","2.0","23.0","410.0","61.0","19.0","7.0","16.0","8.0","9.0","1.0","1.0","62.0"
"Año 2022","Abril","Segundo","Otros","2.0","4.0","3.0","5.0","4.0","3.0","9.0","9.0","1.0","2.0","4.0","6.0","2.0","10.0","6.0","3.0","1.0","","1.0","1.0","1.0","1.0","","4.0","","1.0","","","","11.0","13.0","2.0","","10.0","5.0","7.0","19.0","2.0","1.0","5.0","1.0","","4.0","58.0","3.0","1.0","3.0","4.0","","","2.0","","16.0"
"Año 2022","Abril","Segundo","No Consta","1.0","3.0","3.0","1.0","3.0","","4.0","1.0","","1.0","3.0","4.0","6.0","11.0","11.0","2.0","2.0","2.0","1.0","","1.0","","","2.0","2.0","1.0","","","1.0","","14.0","","1.0","1.0","5.0","5.0","8.0","2.0","","3.0","","1.0","3.0","30.0","6.0","2.0","2.0","1.0","","1.0","1.0","2.0","208.0"
"Año 2022","Mayo","Segundo","Usuaria","62.0","117.0","41.0","71.0","39.0","43.0","180.0","198.0","9.0","7.0","120.0","180.0","129.0","244.0","261.0","73.0","10.0","23.0","28.0","20.0","38.0","5.0","1.0","70.0","26.0","25.0","26.0","6.0","38.0","62.0","435.0","41.0","17.0","80.0","237.0","93.0","324.0","72.0","72.0","136.0","15.0","31.0","91.0","1754.0","215.0","58.0","33.0","56.0","21.0","60.0","11.0","12.0","252.0"
"Año 2022","Mayo","Segundo","Familiares/Personas allegadas","18.0","44.0","27.0","27.0","20.0","19.0","75.0","95.0","3.0","2.0","43.0","65.0","29.0","55.0","57.0","36.0","3.0","11.0","22.0","14.0","5.0","9.0","5.0","27.0","2.0","6.0","12.0","3.0","7.0","21.0","175.0","13.0","14.0","18.0","60.0","24.0","99.0","25.0","17.0","41.0","13.0","9.0","35.0","497.0","77.0","35.0","4.0","22.0","16.0","13.0","3.0","7.0","62.0"
"Año 2022","Mayo","Segundo","Otros","2.0","6.0","4.0","6.0","7.0","2.0","6.0","16.0","2.0","2.0","3.0","9.0","4.0","8.0","13.0","","","1.0","","1.0","4.0","","1.0","5.0","2.0","1.0","1.0","2.0","","6.0","13.0","","1.0","7.0","14.0","1.0","25.0","","1.0","1.0","","","2.0","60.0","10.0","7.0","","2.0","2.0","1.0","","","24.0"
"Año 2022","Mayo","Segundo","No Consta","","4.0","1.0","1.0","","1.0","4.0","4.0","","1.0","4.0","1.0","1.0","8.0","9.0","","","1.0","","","","","","","1.0","1.0","","1.0","","1.0","8.0","","","","6.0","1.0","9.0","2.0","","1.0","","","7.0","20.0","5.0","1.0","","2.0","","","","1.0","150.0"
"Año 2022","Junio","Segundo","Usuaria","52.0","103.0","44.0","85.0","52.0","43.0","189.0","199.0","11.0","1.0","128.0","194.0","101.0","211.0","291.0","71.0","11.0","29.0","39.0","9.0","35.0","21.0","6.0","76.0","13.0","13.0","36.0","13.0","35.0","91.0","540.0","35.0","20.0","78.0","229.0","78.0","338.0","70.0","53.0","123.0","27.0","25.0","89.0","1805.0","192.0","72.0","24.0","74.0","43.0","73.0","15.0","17.0","265.0"
"Año 2022","Junio","Segundo","Familiares/Personas allegadas","13.0","35.0","21.0","39.0","15.0","17.0","93.0","85.0","6.0","3.0","53.0","69.0","42.0","67.0","70.0","37.0","6.0","13.0","13.0","5.0","11.0","9.0","2.0","18.0","1.0","15.0","7.0","2.0","10.0","31.0","176.0","16.0","11.0","27.0","82.0","24.0","104.0","29.0","15.0","45.0","12.0","6.0","34.0","508.0","117.0","25.0","11.0","28.0","21.0","13.0","1.0","","85.0"
"Año 2022","Junio","Segundo","Otros","5.0","2.0","1.0","4.0","5.0","1.0","6.0","3.0","1.0","","9.0","8.0","2.0","5.0","4.0","5.0","1.0","1.0","","2.0","","","2.0","","","","2.0","2.0","3.0","2.0","13.0","1.0","1.0","1.0","9.0","1.0","15.0","","","6.0","1.0","","2.0","34.0","1.0","3.0","","2.0","1.0","1.0","1.0","","5.0"
"Año 2022","Junio","Segundo","No Consta","5.0","5.0","7.0","7.0","2.0","1.0","14.0","15.0","3.0","","10.0","8.0","6.0","17.0","16.0","3.0","","3.0","6.0","","1.0","","2.0","7.0","","4.0","2.0","","1.0","4.0","42.0","2.0","2.0","2.0","15.0","6.0","17.0","4.0","2.0","7.0","5.0","","5.0","70.0","10.0","7.0","1.0","5.0","1.0","2.0","1.0","","181.0"
"Año 2022","Julio","Tercero","Usuaria","61.0","126.0","52.0","98.0","50.0","54.0","207.0","220.0","15.0","9.0","147.0","170.0","124.0","328.0","258.0","86.0","20.0","29.0","55.0","5.0","23.0","10.0","6.0","67.0","9.0","37.0","30.0","13.0","37.0","94.0","546.0","46.0","20.0","77.0","272.0","89.0","328.0","76.0","58.0","145.0","34.0","26.0","111.0","1753.0","227.0","55.0","34.0","65.0","35.0","57.0","7.0","17.0","282.0"
"Año 2022","Julio","Tercero","Familiares/Personas allegadas","31.0","54.0","12.0","41.0","18.0","17.0","68.0","103.0","5.0","4.0","37.0","54.0","38.0","74.0","66.0","21.0","8.0","10.0","19.0","1.0","16.0","8.0","6.0","24.0","10.0","19.0","16.0","4.0","7.0","28.0","165.0","21.0","11.0","23.0","90.0","22.0","84.0","26.0","13.0","46.0","16.0","8.0","25.0","434.0","93.0","27.0","3.0","31.0","4.0","4.0","","4.0","87.0"
"Año 2022","Julio","Tercero","Otros","1.0","10.0","","6.0","6.0","3.0","3.0","5.0","2.0","2.0","2.0","2.0","3.0","4.0","2.0","4.0","","1.0","1.0","","2.0","","","","1.0","1.0","","1.0","","3.0","9.0","3.0","1.0","","10.0","2.0","12.0","2.0","1.0","4.0","","","","44.0","3.0","","","5.0","","","","","4.0"
