"Año","Trimestre","Mes","Provincia","Número de llamadas pertinentes"
"Año 2021","Tercero","Julio","Lugo","23.0"
"Año 2021","Tercero","Julio","Ourense","29.0"
"Año 2021","Tercero","Julio","Pontevedra","104.0"
"Año 2021","Tercero","Julio","Madrid","1592.0"
"Año 2021","Tercero","Julio","Murcia","248.0"
"Año 2021","Tercero","Julio","Navarra","78.0"
"Año 2021","Tercero","Julio","Araba/Álava","32.0"
"Año 2021","Tercero","Julio","Bizkaia","110.0"
"Año 2021","Tercero","Julio","Gipuzkoa","63.0"
"Año 2021","Tercero","Julio","La Rioja","41.0"
"Año 2021","Tercero","Julio","Ceuta","5.0"
"Año 2021","Tercero","Julio","Melilla","13.0"
"Año 2021","Tercero","Julio","No consta","554.0"
"Año 2021","Tercero","Agosto","Almería","117.0"
"Año 2021","Tercero","Agosto","Cádiz","180.0"
"Año 2021","Tercero","Agosto","Córdoba","77.0"
"Año 2021","Tercero","Agosto","Granada","110.0"
"Año 2021","Tercero","Agosto","Huelva","85.0"
"Año 2021","Tercero","Agosto","Jaén","54.0"
"Año 2021","Tercero","Agosto","Málaga","300.0"
"Año 2021","Tercero","Agosto","Sevilla","297.0"
"Año 2021","Tercero","Agosto","Huesca","10.0"
"Año 2021","Tercero","Agosto","Teruel","10.0"
"Año 2021","Tercero","Agosto","Zaragoza","144.0"
"Año 2021","Tercero","Agosto","Asturias","168.0"
"Año 2021","Tercero","Agosto","Illes Balears","125.0"
"Año 2021","Tercero","Agosto","Las Palmas","261.0"
"Año 2021","Tercero","Agosto","Santa Cruz de Tenerife","261.0"
"Año 2021","Tercero","Agosto","Cantabria","68.0"
"Año 2021","Tercero","Agosto","Ávila","29.0"
"Año 2021","Tercero","Agosto","Burgos","39.0"
"Año 2021","Tercero","Agosto","León","45.0"
"Año 2021","Tercero","Agosto","Palencia","24.0"
"Año 2021","Tercero","Agosto","Salamanca","34.0"
"Año 2021","Tercero","Agosto","Segovia","23.0"
"Año 2021","Tercero","Agosto","Soria","8.0"
"Año 2021","Tercero","Agosto","Valladolid","76.0"
"Año 2021","Tercero","Agosto","Zamora","18.0"
"Año 2021","Tercero","Agosto","Albacete","54.0"
"Año 2021","Tercero","Agosto","Ciudad Real","50.0"
"Año 2021","Tercero","Agosto","Cuenca","21.0"
"Año 2021","Tercero","Agosto","Guadalajara","32.0"
"Año 2021","Tercero","Agosto","Toledo","137.0"
"Año 2021","Tercero","Agosto","Barcelona","793.0"
"Año 2021","Tercero","Agosto","Girona","76.0"
"Año 2021","Tercero","Agosto","Lleida","36.0"
"Año 2021","Tercero","Agosto","Tarragona","110.0"
"Año 2021","Tercero","Agosto","Alicante/Alacant","374.0"
"Año 2021","Tercero","Agosto","Castellón/Castelló","77.0"
"Año 2021","Tercero","Agosto","Valencia/València","481.0"
"Año 2021","Tercero","Agosto","Badajoz","98.0"
"Año 2021","Tercero","Agosto","Cáceres","51.0"
"Año 2021","Tercero","Agosto","A Coruña","152.0"
"Año 2021","Tercero","Agosto","Lugo","29.0"
"Año 2021","Tercero","Agosto","Ourense","30.0"
"Año 2021","Tercero","Agosto","Pontevedra","111.0"
"Año 2021","Tercero","Agosto","Madrid","1447.0"
"Año 2021","Tercero","Agosto","Murcia","212.0"
"Año 2021","Tercero","Agosto","Navarra","111.0"
"Año 2021","Tercero","Agosto","Araba/Álava","29.0"
"Año 2021","Tercero","Agosto","Bizkaia","137.0"
"Año 2021","Tercero","Agosto","Gipuzkoa","51.0"
"Año 2021","Tercero","Agosto","La Rioja","49.0"
"Año 2021","Tercero","Agosto","Ceuta","12.0"
"Año 2021","Tercero","Agosto","Melilla","12.0"
"Año 2021","Tercero","Agosto","No consta","447.0"
"Año 2021","Tercero","Septiembre","Almería","72.0"
"Año 2021","Tercero","Septiembre","Cádiz","155.0"
"Año 2021","Tercero","Septiembre","Córdoba","68.0"
"Año 2021","Tercero","Septiembre","Granada","103.0"
"Año 2021","Tercero","Septiembre","Huelva","57.0"
"Año 2021","Tercero","Septiembre","Jaén","88.0"
"Año 2021","Tercero","Septiembre","Málaga","278.0"
"Año 2021","Tercero","Septiembre","Sevilla","273.0"
"Año 2021","Tercero","Septiembre","Huesca","15.0"
"Año 2021","Tercero","Septiembre","Teruel","5.0"
"Año 2021","Tercero","Septiembre","Zaragoza","146.0"
"Año 2021","Tercero","Septiembre","Asturias","156.0"
"Año 2021","Tercero","Septiembre","Illes Balears","151.0"
"Año 2021","Tercero","Septiembre","Las Palmas","263.0"
"Año 2021","Tercero","Septiembre","Santa Cruz de Tenerife","234.0"
"Año 2021","Tercero","Septiembre","Cantabria","76.0"
"Año 2021","Tercero","Septiembre","Ávila","27.0"
"Año 2021","Tercero","Septiembre","Burgos","30.0"
"Año 2021","Tercero","Septiembre","León","68.0"
"Año 2021","Tercero","Septiembre","Palencia","14.0"
"Año 2021","Tercero","Septiembre","Salamanca","30.0"
"Año 2021","Tercero","Septiembre","Segovia","21.0"
"Año 2021","Tercero","Septiembre","Soria","3.0"
"Año 2021","Tercero","Septiembre","Valladolid","69.0"
"Año 2021","Tercero","Septiembre","Zamora","23.0"
"Año 2021","Tercero","Septiembre","Albacete","31.0"
"Año 2021","Tercero","Septiembre","Ciudad Real","43.0"
"Año 2021","Tercero","Septiembre","Cuenca","6.0"
"Año 2021","Tercero","Septiembre","Guadalajara","38.0"
"Año 2021","Tercero","Septiembre","Toledo","103.0"
"Año 2021","Tercero","Septiembre","Barcelona","729.0"
"Año 2021","Tercero","Septiembre","Girona","50.0"
"Año 2021","Tercero","Septiembre","Lleida","32.0"
"Año 2021","Tercero","Septiembre","Tarragona","116.0"
"Año 2021","Tercero","Septiembre","Alicante/Alacant","375.0"
"Año 2021","Tercero","Septiembre","Castellón/Castelló","91.0"
"Año 2021","Tercero","Septiembre","Valencia/València","558.0"
"Año 2021","Tercero","Septiembre","Badajoz","74.0"
"Año 2021","Tercero","Septiembre","Cáceres","36.0"
"Año 2021","Tercero","Septiembre","A Coruña","151.0"
"Año 2021","Tercero","Septiembre","Lugo","32.0"
"Año 2021","Tercero","Septiembre","Ourense","19.0"
"Año 2021","Tercero","Septiembre","Pontevedra","123.0"
"Año 2021","Tercero","Septiembre","Madrid","1380.0"
"Año 2021","Tercero","Septiembre","Murcia","214.0"
"Año 2021","Tercero","Septiembre","Navarra","87.0"
"Año 2021","Tercero","Septiembre","Araba/Álava","23.0"
"Año 2021","Tercero","Septiembre","Bizkaia","120.0"
"Año 2021","Tercero","Septiembre","Gipuzkoa","42.0"
"Año 2021","Tercero","Septiembre","La Rioja","45.0"
"Año 2021","Tercero","Septiembre","Ceuta","6.0"
"Año 2021","Tercero","Septiembre","Melilla","5.0"
"Año 2021","Tercero","Septiembre","No consta","408.0"
"Año 2021","Cuarto","Octubre","Almería","81.0"
"Año 2021","Cuarto","Octubre","Cádiz","149.0"
"Año 2021","Cuarto","Octubre","Córdoba","61.0"
"Año 2021","Cuarto","Octubre","Granada","123.0"
"Año 2021","Cuarto","Octubre","Huelva","71.0"
"Año 2021","Cuarto","Octubre","Jaén","87.0"
"Año 2021","Cuarto","Octubre","Málaga","258.0"
"Año 2021","Cuarto","Octubre","Sevilla","304.0"
"Año 2021","Cuarto","Octubre","Huesca","20.0"
"Año 2021","Cuarto","Octubre","Teruel","11.0"
"Año 2021","Cuarto","Octubre","Zaragoza","119.0"
"Año 2021","Cuarto","Octubre","Asturias","138.0"
"Año 2021","Cuarto","Octubre","Illes Balears","115.0"
"Año 2021","Cuarto","Octubre","Las Palmas","267.0"
"Año 2021","Cuarto","Octubre","Santa Cruz de Tenerife","254.0"
"Año 2021","Cuarto","Octubre","Cantabria","80.0"
"Año 2021","Cuarto","Octubre","Ávila","18.0"
"Año 2021","Cuarto","Octubre","Burgos","41.0"
"Año 2021","Cuarto","Octubre","León","43.0"
"Año 2021","Cuarto","Octubre","Palencia","14.0"
"Año 2021","Cuarto","Octubre","Salamanca","33.0"
"Año 2021","Cuarto","Octubre","Segovia","16.0"
